country,stateProvince,county,domainName,domainID,siteName,siteID,plotType,subtype,subtypeSpecification,plotID,plotSize,plotDimensions,referencePointPosition,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,elevation,elevationUncertainty,minimumElevation,maximumElevation,slopeGradient,slopeAspect,nlcdClass,soilTypeOrder,coordinateSource,recordedDate,filteredPositions,plotPdop,plotHdop,plotName,sampledAppMod,plotStatus,plotStartDate,plotEndDate
unitedStates,VA,Giles,Appalachians & Cumberland Plateau,D07,Mountain Lake Biological Station NEON,MLBS,distributed,mosquitoPoint,,MLBS_034,0,0m,41,37.425168,-80.574927,WGS84,17N,537609.756,4142124.097,10.16,786.55,0.19,786.55,786.55,3.66,158.25,deciduousForest,Alfisols,NA,GeoXH 6000,2017-09-26,311,2.9,1.5,mpt|mos,decommissioned,2017-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mosquitoPoint,NA,LAJA_031,0,0m,41,18.025667,-67.082493,WGS84,19N,702993.825,1994076.607,10.1,21.13,0.1,21.13,21.13,1.99,195.94,pastureHay,Vertisols,,GeoXH 6000,20151019,257,2.2,1.2,mos|mpt,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mosquitoPoint,NA,LAJA_034,0,0m,41,18.024028,-67.08025,WGS84,19N,703233.166,1993897.673,10.1,18.89,0.1,18.89,18.89,0,0,pastureHay,Vertisols,,GeoXH 6000,20151026,211,2.5,1,mos|mpt,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,mosquitoPoint,NA,LAJA_036,0,0m,41,18.020018,-67.085962,WGS84,19N,702632.858,1993447.505,10.1,15.78,0.1,15.78,15.78,0.01,229.91,pastureHay,Vertisols,,GeoXH 6000,20151026,203,2.2,1.1,mos|mpt,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_014,1600,40m x 40m,41,18.023477,-67.08026,WGS84,19N,703232.786,1993836.731,0.1,15.73,0.1,15.68,16.26,0,0,pastureHay,Vertisols,,GeoXH 6000,20151013,211,1.4,0.7,all|brd|div,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,tickPlot,NA,LAJA_003,1600,40m x 40m,41,18.024566,-67.081257,WGS84,19N,703125.921,1993956.104,0.1,17.14,0.1,16.7,17.14,0,0,pastureHay,Vertisols,,GeoXH 6000,20151002,203,2.7,1.1,tck,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_003,1600,40m x 40m,41,18.025922,-67.081365,WGS84,19N,703112.912,1994106.084,0.1,18.2,0.1,18.18,18.89,0,0,pastureHay,Vertisols,,GeoXH 6000,20151002,206,2.1,0.8,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,tickPlot,NA,LAJA_004,1600,40m x 40m,41,18.016761,-67.079966,WGS84,19N,703271.586,1993093.594,0.1,11.43,0.1,11.37,11.6,0,0,pastureHay,Vertisols,,GeoXH 6000,20151005,201,1.5,0.7,tck,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,tickPlot,NA,LAJA_005,1600,40m x 40m,41,18.026834,-67.085519,WGS84,19N,702671.985,1994202.467,0.1,18.57,0.1,18.48,19.06,0.01,233.3,pastureHay,Vertisols,,GeoXH 6000,20151005,224,2.4,1,tck,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_005,1600,40m x 40m,41,18.025704,-67.084747,WGS84,19N,702754.995,1994078.256,0.1,18.1,0.1,17.87,18.31,0,0,pastureHay,Vertisols,,GeoXH 6000,20151009,203,1.3,0.9,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_006,1600,40m x 40m,41,18.020279,-67.084819,WGS84,19N,702753.657,1993477.709,0.1,12.85,0.1,12.76,13.45,0,0,pastureHay,Vertisols,,GeoXH 6000,20151009,204,1.8,0.9,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_007,1600,40m x 40m,41,18.0278,-67.078507,WGS84,19N,703413.466,1994317.115,0.1,20.93,0.1,20.39,21.12,0,0,pastureHay,Vertisols,,GeoXH 6000,20151009,203,2,0.9,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_008,1600,40m x 40m,41,18.025907,-67.078525,WGS84,19N,703413.672,1994107.592,0.1,18.48,0.1,18.25,18.91,0,0,pastureHay,Vertisols,,GeoXH 6000,20151012,251,2.3,0.9,all|cdw|cfc|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_010,1600,40m x 40m,41,18.026484,-67.08278,WGS84,19N,702962.465,1994166.775,0.1,19.2,0.1,19,19.39,0,0,pastureHay,Vertisols,,GeoXH 6000,20151012,231,2.2,1,all|cdw|cfc|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_011,1600,40m x 40m,41,18.018109,-67.084278,WGS84,19N,702813.433,1993238.154,0.1,11.11,0.1,11,11.24,0,0,pastureHay,Vertisols,,GeoXH 6000,20151013,233,1.4,0.8,all|cdw|cfc|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_012,1600,40m x 40m,41,18.02271,-67.083667,WGS84,19N,702872.85,1993747.991,0.1,15.92,0.1,15.65,16.05,0,0,pastureHay,Vertisols,,GeoXH 6000,20151013,201,2.6,1,all|brd|cdw|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_013,1600,40m x 40m,41,18.018944,-67.086826,WGS84,19N,702542.61,1993327.792,0.1,11.42,0.1,11.17,11.82,0,0,pastureHay,Vertisols,,GeoXH 6000,20151013,235,1.5,0.7,all|brd|cdw|dhp|div|hbp|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,PR,Lajas Municipio,Atlantic Neotropical,D04,Lajas Experimental Station NEON,LAJA,distributed,basePlot,NA,LAJA_004,1600,40m x 40m,41,18.017803,-67.08088,WGS84,19N,703173.588,1993207.973,0.1,12.22,0.1,12.06,12.26,0,0,pastureHay,Vertisols,,GeoXH 6000,20151005,206,2.1,0.8,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,decommissioned,2014-01-01,2023-12-31
unitedStates,WY,Park,Northern Rockies,D12,Yellowstone National Park NEON,YELL,distributed,mosquitoPoint,NA,YELL_041,0,0m,41,44.919892,-110.405942,WGS84,12N,546886.037,4974223.078,10.23,1847.77,0.26,1847.77,1847.77,11.46,102.93,shrubScrub,Entisols,,GeoXH 6000,20170601,133,1.5,0.8,mos|mpt,decommissioned,2018-01-01,2024-06-25
